Spring 2020,,
College Name,Page Number,
College of Arts and Sciences,1,
College of Engineering and Applied Sciences,103,
"College of Media, Communication and Information",130,
College of Music,142,
Cross-College Programs,159,
Leeds School of Business,162,
Program in Environmental Design,173,
School of Education,175,
School of Law,180,
Note ,,
"This listing was prepared on the basis of the best information available as of November 5, 2019. All information is subject to",,
change.,,
Office of the Registrar,Spring 2020,University of Colorado Boulder
~University of,,Colorado,,Boulder,,Schedule of Classes for Spring 2020,,,,,,,,
College of Arts and Sciences,,,,,,,,,,,,,,
Woodbury 109,,,,,303-492-7885,,,,,,,,,
http://artsandsciences.colorado.edu/,,,,,,,,,,,,,,
Anthropology,,,,,,,,,,,,,,
Hale 350,,,,,303-492-2547,,,,,,,,,
http://www.colorado.edu/Anthropology/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
http://alc.colorado.edu/arabic/,,,,,,,,,,,,,,
See Asian Languages & Civilizations,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
ARAB,1011,1,B,24266,3,Intro Arab/Islam Civilizations,LEC,09:30 AM - 10:45 AM,TTH,DUAN G125,,"Thompson,Thomas",60,Main Campus
ARAB,1020,2,B,23889,5,Beginning Arabic 2,LEC,10:00 AM - 10:50 AM,M-F,CHEM 131,,"Muhammed,Randa",19,Main Campus
ARAB,1020,3,B,17714,5,Beginning Arabic 2,LEC,11:00 AM - 11:50 AM,M-F,HALE 236,,"Muhammed,Randa",19,Main Campus
ARAB,2120,1,B,31395,5,Intermediate Arabic 2,LEC,09:00 AM - 09:50 AM,M-F,HLMS 152,,"Attwa,Mona Farrag",0,Main Campus
ARAB,2120,2,B,24324,5,Intermediate Arabic 2,LEC,02:00 PM - 02:50 PM,M-F,HLMS 145,,"Attwa,Mona Farrag",19,Main Campus
ARAB,3120,1,B,23757,3,Advanced Arabic 2,LEC,12:00 PM - 12:50 PM,MWF,HLMS 145,,"Attwa,Mona Farrag",19,Main Campus
ARAB,3230,1,B,31396,3,Islamic Culture & Iberia,LEC,01:00 PM - 01:50 PM,MWF,ECON 205,,"Schine,Rachel",30,Main Campus
ARAB,3410,1,B,31397,3,Gender/Sexuality in Mid East,SEM,12:30 PM - 01:45 PM,TTH,HLMS 229,,"Thompson,Thomas",15,Main Campus
Art Film Studies,,,,,,,,,,,,,,
http://www.colorado.edu/FilmStudies/,,,,,,,,,,,,,,
Graduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
ARTF,5000,1,B,23827,3,Advnced Digital Postproduction,LEC,10:00 AM - 01:50 PM,F,ATLS 310,,"Osborn,Christopher",4,Main Campus
ARTF,5000,1,B,23827,3,Advnced Digital Postproduction,LEC,10:00 AM - 01:50 PM,F,ATLS 310,,"Osborn,Christopher",4,Main Campus
ARTF,5000,1,B,23827,3,Advnced Digital Postproduction,LEC,10:00 AM - 01:50 PM,F,ATLS 310,,"Osborn,Christopher",4,Main Campus
ARTF,5003,1,B,31067,3,Film and Literature,LEC,07:00 PM - 09:50 PM,W,ATLS 102,,"Negri,Sabrina",3,Main Campus
ARTF,5003,1,B,31067,3,Film and Literature,LEC,02:00 PM - 03:15 PM,TTH,ATLS 102,,"Negri,Sabrina",3,Main Campus
ARTF,5003,1,B,31067,3,Film and Literature,LEC,07:00 PM - 09:50 PM,W,ATLS 102,,"Negri,Sabrina",3,Main Campus
ARTF,5003,1,B,31067,3,Film and Literature,LEC,07:00 PM - 09:50 PM,W,ATLS 102,,"Negri,Sabrina",3,Main Campus
ARTF,5003,1,B,31067,3,Film and Literature,LEC,02:00 PM - 03:15 PM,TTH,ATLS 102,,"Negri,Sabrina",3,Main Campus
ARTF,5003,1,B,31067,3,Film and Literature,LEC,02:00 PM - 03:15 PM,TTH,ATLS 102,,"Negri,Sabrina",3,Main Campus
ARTF,5024,1,B,23844,3,Advnced Research Seminar,SEM,03:30 PM - 06:45 PM,MW,ATLS 1B29,,"Barlow,Melinda B",10,Main Campus
ARTF,5024,1,B,23844,3,Advnced Research Seminar,SEM,03:30 PM - 06:45 PM,MW,ATLS 1B29,,"Barlow,Melinda B",10,Main Campus
ARTF,5024,1,B,23844,3,Advnced Research Seminar,SEM,03:30 PM - 06:45 PM,MW,ATLS 1B29,,"Barlow,Melinda B",10,Main Campus
ARTF,5453,1,B,31064,3,History of Avant-Garde Film,LEC,12:30 PM - 02:50 PM,MW,ATLS 102,,"Liotta,Jeanne M.",3,Main Campus
ARTF,5453,1,B,31064,3,History of Avant-Garde Film,LEC,12:30 PM - 02:50 PM,MW,ATLS 102,,"Liotta,Jeanne M.",3,Main Campus
ARTF,5453,1,B,31064,3,History of Avant-Garde Film,LEC,12:30 PM - 02:50 PM,MW,ATLS 102,,"Liotta,Jeanne M.",3,Main Campus
ARTF,5500,1,B,18229,3,Cinema Production 2,LEC,01:00 PM - 03:15 PM,MW,ATLS 342,,"Marslett,Geoffrey C",1,Main Campus
ARTF,5500,1,B,18229,3,Cinema Production 2,LEC,01:00 PM - 03:15 PM,MW,ATLS 342,,"Marslett,Geoffrey C",1,Main Campus
ARTF,5500,1,B,18229,3,Cinema Production 2,LEC,01:00 PM - 03:15 PM,MW,ATLS 342,,"Marslett,Geoffrey C",1,Main Campus
ARTF,5604,1,B,31068,3,Colloq in Film Aesthetic,LEC,12:30 PM - 01:45 PM,TTH,ATLS 102,,"Shell,Hanna Rose",4,Main Campus
ARTF,5604,1,B,31068,3,Colloq in Film Aesthetic,LEC,07:00 PM - 09:50 PM,TH,ATLS 102,,"Shell,Hanna Rose",4,Main Campus
ARTF,5604,1,B,31068,3,Colloq in Film Aesthetic,LEC,07:00 PM - 09:50 PM,TH,ATLS 102,,"Shell,Hanna Rose",4,Main Campus
ARTF,5604,1,B,31068,3,Colloq in Film Aesthetic,LEC,12:30 PM - 01:45 PM,TTH,ATLS 102,,"Shell,Hanna Rose",4,Main Campus
ARTF,5604,1,B,31068,3,Colloq in Film Aesthetic,LEC,07:00 PM - 09:50 PM,TH,ATLS 102,,"Shell,Hanna Rose",4,Main Campus
Page 5 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
ARTF,5604,1,B,31068,3,Colloq in Film Aesthetic,LEC,12:30 PM - 01:45 PM,TTH,ATLS 102,,"Shell,Hanna Rose",4,Main Campus
ARTF,5610,1,B,23888,3,Image-Makers Grad Seminar,SEM,01:00 PM - 04:50 PM,F,ATLS 102,,"Gatten,David Edward",8,Main Campus
ARTF,5610,1,B,23888,3,Image-Makers Grad Seminar,SEM,01:00 PM - 04:50 PM,F,ATLS 102,,"Gatten,David Edward",8,Main Campus
ARTF,5610,1,B,23888,3,Image-Makers Grad Seminar,SEM,01:00 PM - 04:50 PM,F,ATLS 102,,"Gatten,David Edward",8,Main Campus
Art History,,,,,,,,,,,,,,
Visual Arts Complex 330,,,,,303-492-6504,,,,,,,,,
http://www.colorado.edu/FineArts/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
ARTH,1600,100,B,31105,3,U.S. Art Across Cultures,LEC,11:00 AM - 11:50 AM,MWF,MUEN E050,,"Nauman,Robert Allen",401,Main Campus
ARTH,1600,101,B,31106,3,U.S. Art Across Cultures,REC,08:00 AM - 08:50 AM,TH,VAC 485,,,22,Main Campus
ARTH,1600,102,B,31107,3,U.S. Art Across Cultures,REC,08:00 AM - 08:50 AM,F,VAC 485,,,22,Main Campus
ARTH,1600,103,B,31108,3,U.S. Art Across Cultures,REC,09:00 AM - 09:50 AM,TH,VAC 485,,,22,Main Campus
ARTH,1600,104,B,31109,3,U.S. Art Across Cultures,REC,09:00 AM - 09:50 AM,F,VAC 485,,,22,Main Campus
ARTH,1600,105,B,31110,3,U.S. Art Across Cultures,REC,10:00 AM - 10:50 AM,TH,VAC 485,,,22,Main Campus
ARTH,1600,106,B,31111,3,U.S. Art Across Cultures,REC,10:00 AM - 10:50 AM,F,VAC 485,,,22,Main Campus
ARTH,1600,107,B,31112,3,U.S. Art Across Cultures,REC,11:00 AM - 11:50 AM,TH,VAC 485,,,22,Main Campus
ARTH,1600,108,B,31113,3,U.S. Art Across Cultures,REC,11:00 AM - 11:50 AM,F,VAC 485,,,22,Main Campus
ARTH,1600,109,B,31114,3,U.S. Art Across Cultures,REC,12:00 PM - 12:50 PM,TH,VAC 485,,,22,Main Campus
ARTH,1600,110,B,31115,3,U.S. Art Across Cultures,REC,12:00 PM - 12:50 PM,F,VAC 485,,,22,Main Campus
ARTH,1600,111,B,31116,3,U.S. Art Across Cultures,REC,01:00 PM - 01:50 PM,TH,VAC 485,,,22,Main Campus
ARTH,1600,112,B,31117,3,U.S. Art Across Cultures,REC,01:00 PM - 01:50 PM,F,VAC 485,,,22,Main Campus
ARTH,1600,113,B,31118,3,U.S. Art Across Cultures,REC,02:00 PM - 02:50 PM,TH,VAC 485,,,22,Main Campus
ARTH,1600,114,B,31119,3,U.S. Art Across Cultures,REC,03:00 PM - 03:50 PM,TH,VAC 485,,,22,Main Campus
ARTH,1600,115,B,31120,3,U.S. Art Across Cultures,REC,04:00 PM - 04:50 PM,TH,VAC 485,,,22,Main Campus
ARTH,1600,116,B,31121,3,U.S. Art Across Cultures,REC,02:00 PM - 02:50 PM,F,VAC 485,,,22,Main Campus
ARTH,1600,117,B,31122,3,U.S. Art Across Cultures,REC,03:00 PM - 03:50 PM,F,VAC 485,,,22,Main Campus
ARTH,1600,118,B,31123,3,U.S. Art Across Cultures,REC,04:00 PM - 04:50 PM,F,VAC 485,,,22,Main Campus
ARTH,2039,1,B,35628,3,Greek Art and Archaeology,LEC,09:30 AM - 10:45 AM,TTH,EKLC M203,,"Rupp,Travis Rick",15,Main Campus
ARTH,2049,1,B,24451,3,Intro Roman Art & Architecture,LEC,10:00 AM - 10:50 AM,MWF,VAC 1B88,,"Lansford,Edwin Tyler",17,Main Campus
ARTH,3109,2,B,25541,3,Art in Contemporary Society,SEM,12:30 PM - 01:20 PM,F,VAC 1B23,,"Rivera Jr,George F",20,Main Campus
ARTH,3419,1,B,31124,3,Modern Art Survey,LEC,09:00 AM - 09:50 AM,MWF,VAC 308,,"Alhadeff,Albert",30,Main Campus
ARTH,3619,1,B,31125,3,Arts of China,LEC,01:00 PM - 01:50 PM,MWF,VAC 308,,"Su,Stephanie",30,Main Campus
ARTH,3729,1,B,31126,3,Foundations Latin American Art,LEC,10:00 AM - 10:50 AM,MWF,VAC 308,,"Cordova,James M.",30,Main Campus
ARTH,3929,1,B,23203,3,Spc Tpcs: Art History,LEC,02:00 PM - 02:50 PM,MWF,VAC 308,,"Cohen,Brianne",30,Main Campus
ARTH,4119,1,B,35641,3,Roman Sculpture,LEC,11:00 AM - 12:15 PM,TTH,VAC 1B88,,"Conlin,Diane L",13,Main Campus
ARTH,4139,1,B,35645,3,Greek Vase Painting,LEC,09:30 AM - 10:45 AM,TTH,VAC 1B88,,"James,Sarah Anne",14,Main Campus
ARTH,4919,2,B,31127,3,Capstone Sem: Tpcs Art Hist,SEM,02:00 PM - 03:15 PM,TTH,VAC 308,,"de Stecher,Annette W",15,Main Campus
ARTH,4919,3,B,37522,3,Capstone Sem: Tpcs Art Hist,SEM,03:30 PM - 04:45 PM,TTH,VAC 303,,"Alhadeff,Albert",18,Main Campus
ARTH,4929,1,B,24686,3,Special Topics in Art History,LEC,09:30 AM - 10:45 AM,TTH,VAC 308,,"Loffredo,Fernando",30,Main Campus
ARTH,4929,2,B,24360,3,Special Topics in Art History,LEC,11:00 AM - 12:15 PM,TTH,VAC 308,,"Su,Stephanie",30,Main Campus
ARTH,4929,800,B,24801,1-3,Special Topics in Art History,LEC,03:00 PM - 04:50 PM,W,VAC 455,,"Nauman,Robert Allen",15,Main Campus
ARTH,2029,300E,BEF,38210,3,Egyptian Art and Archaeology,LEC,06:00 PM - 08:00 PM,T,,,"Rupp,Travis Rick",40,Continuing Education
Page 6 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
ARTH,3019,400E,BET,38219,3,Pompeii & Cities of Vesuvius,LEC,06:00 PM - 08:00 PM,TH,,,"Rupp,Travis Rick",40,Continuing Education
Graduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
ARTH,5119,1,B,35643,3,Roman Sculpture,LEC,11:00 AM - 12:15 PM,TTH,VAC 1B88,,"Conlin,Diane L",4,Main Campus
ARTH,5139,1,B,35647,3,Greek Vase Painting,LEC,09:30 AM - 10:45 AM,TTH,VAC 1B88,,"James,Sarah Anne",3,Main Campus
ARTH,6939,2,B,25518,3,Grd Sem-Open Tpc Art History,SEM,12:30 PM - 03:00 PM,W,VAC 303,,,18,Main Campus
ARTH,6939,3,B,25517,3,Grd Sem-Open Tpc Art History,SEM,09:00 AM - 11:30 AM,T,VAC 303,,"de Stecher,Annette W",12,Main Campus
ARTH,6939,4,B,31323,3,Grd Sem-Open Tpc Art History,SEM,12:30 PM - 03:00 PM,M,VAC 303,,"Loffredo,Fernando",18,Main Campus
Art Studio and Non-Studio,,,,,,,,,,,,,,
Visual Arts Complex 330,,,,,303-492-6504,,,,,,,,,
http://www.colorado.edu/FineArts/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
ARTS,1003,1,B,18350,3,Printmaking for Non-Mjrs,STU,12:00 PM - 02:30 PM,TTH,VAC 390,,"Lacey,Alanna Christianne",15,Main Campus
ARTS,1010,1,B,22370,3,Intro to Studio Art,STU,05:00 PM - 05:50 PM,TH,VAC 1B20,,,20,Main Campus
ARTS,1010,1,B,22370,3,Intro to Studio Art,STU,09:00 AM - 11:20 AM,MW,VAC 172,,"Smith,Matthew David",20,Main Campus
ARTS,1010,2,B,22371,3,Intro to Studio Art,STU,05:00 PM - 05:50 PM,TH,VAC 1B20,,,20,Main Campus
ARTS,1010,2,B,22371,3,Intro to Studio Art,STU,11:30 AM - 01:50 PM,MW,VAC 172,,"Bares,Samantha Angelique",20,Main Campus
ARTS,1010,3,B,23508,3,Intro to Studio Art,STU,05:00 PM - 05:50 PM,TH,VAC 1B20,,,20,Main Campus
ARTS,1010,3,B,23508,3,Intro to Studio Art,STU,02:00 PM - 04:20 PM,MW,VAC 172,,"Lemon,Allison Elizabeth",20,Main Campus
ARTS,1010,4,B,25578,3,Intro to Studio Art,STU,05:00 PM - 05:50 PM,TH,VAC 1B20,,,20,Main Campus
ARTS,1010,4,B,25578,3,Intro to Studio Art,STU,06:00 PM - 07:20 PM,TH,VAC 172,,,20,Main Campus
ARTS,1010,4,B,25578,3,Intro to Studio Art,STU,05:00 PM - 07:20 PM,T,VAC 172,,"Schulze,Elspeth",20,Main Campus
ARTS,1012,1,B,18215,3,Drawing for Non-Majors,STU,10:00 AM - 03:00 PM,F,VAC 471,,"Yates,Michael Alexander",18,Main Campus
ARTS,1012,2,B,23285,3,Drawing for Non-Majors,STU,12:30 PM - 03:00 PM,TTH,VAC 474,,"Frizzell,William Dalton",18,Main Campus
ARTS,1020,1,B,18213,3,Intro to Studio Art 2,STU,05:00 PM - 05:50 PM,T,VAC 1B20,,,20,Main Campus
ARTS,1020,1,B,18213,3,Intro to Studio Art 2,STU,05:00 PM - 07:20 PM,MW,VAC 172,,"Abad,Alejandra",20,Main Campus
ARTS,1020,2,B,18210,3,Intro to Studio Art 2,STU,05:00 PM - 05:50 PM,T,VAC 1B20,,,20,Main Campus
ARTS,1020,2,B,18210,3,Intro to Studio Art 2,STU,09:00 AM - 11:20 AM,TTH,VAC 172,,"Ott,Molly",20,Main Campus
ARTS,1020,3,B,18211,3,Intro to Studio Art 2,STU,05:00 PM - 05:50 PM,T,VAC 1B20,,,20,Main Campus
ARTS,1020,3,B,18211,3,Intro to Studio Art 2,STU,11:30 AM - 01:50 PM,TTH,VAC 172,,"Smith,Matthew David",20,Main Campus
ARTS,1020,4,B,18209,3,Intro to Studio Art 2,STU,02:00 PM - 04:20 PM,TTH,VAC 172,,"Smith,Matthew David",20,Main Campus
ARTS,1020,4,B,18209,3,Intro to Studio Art 2,STU,05:00 PM - 05:50 PM,T,VAC 1B20,,,20,Main Campus
ARTS,1171,1,B,18349,3,Photography for Non-Mjrs,STU,03:30 PM - 06:00 PM,TTH,VAC 1B03,,"Taylor,Chelsea Brieanne",18,Main Campus
ARTS,1212,1,B,18216,3,Painting for Non-Majors,STU,10:00 AM - 03:00 PM,F,VAC 475,,,18,Main Campus
ARTS,1212,2,B,23215,3,Painting for Non-Majors,STU,04:00 PM - 06:30 PM,MW,VAC 475,,"Johnson,Samara",18,Main Campus
ARTS,1514,1,B,25560,3,Sculpture for Non-Majors,STU,12:30 PM - 03:00 PM,TTH,VAC 184,,"Hofer,Brittney Rachelle",18,Main Campus
ARTS,1875,2,B,37773,3,Ceramics for Non-Majors,STU,06:00 PM - 08:30 PM,TTH,VAC 175,,,20,Main Campus
ARTS,2022,1,B,31193,3,Beginning Drawing,STU,10:00 AM - 03:00 PM,F,VAC 474,,"Minyard,Katie L",18,Main Campus
ARTS,2085,1,B,23765,3,Ceramics 2: Handbuilding,STU,01:00 PM - 03:30 PM,TTH,VAC 175,,"Chamberlin,Scott H",20,Main Campus
ARTS,2095,1,B,23766,3,Ceramics 2: Wheelthrowing,STU,01:00 PM - 03:30 PM,TTH,VAC 171,,"Bares,Samantha Angelique",20,Main Campus
ARTS,2126,1,B,22613,3,Digital Art 1,STU,01:00 PM - 03:30 PM,MW,VAC 1B23,,"Kim,Laura Hyunjhee",18,Main Campus
Page 7 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,
ARTS,2171,1,B,18455,3,Photography 1,STU,12:00 PM - 02:30 PM,MW,VAC 1B03,"Colgan,Jasmine Abena",18,Main Campus
ARTS,2171,2,B,23958,3,Photography 1,STU,09:00 AM - 11:30 AM,MW,VAC 1B03,"McAuliffe,Shelby",18,Main Campus
ARTS,2191,1,B,18456,3,Photography 2,STU,09:00 AM - 11:30 AM,MW,VAC 1B97,"Vieira,Mariana",18,Main Campus
ARTS,2222,1,B,23959,3,Beginning Painting,STU,01:00 PM - 03:30 PM,MW,VAC 471,"Womack,Mike F",18,Main Campus
ARTS,2303,1,B,31140,3,Beginning Relief,STU,03:30 PM - 06:00 PM,TTH,VAC 390,"Christie,Matt",8,Main Campus
ARTS,2413,1,B,23736,3,Beginning Lithography,STU,12:30 PM - 03:00 PM,TTH,VAC 395,"Christie,Matt",8,Main Campus
ARTS,2423,1,B,23740,3,Beginning Screenprinting,STU,09:30 AM - 12:00 PM,MW,VAC 390,"Yazzie,Melanie Andrew",4,Main Campus
ARTS,2453,1,B,24842,3,Beginning Monotype,STU,12:00 PM - 02:30 PM,MW,VAC 390,"Yazzie,Melanie Andrew",5,Main Campus
ARTS,2504,1,B,21813,3,Basic Sculpture:Material/Techs,STU,09:00 AM - 11:30 AM,TTH,VAC 184,"Guffey,Dallas Lee",18,Main Campus
ARTS,3004,1,B,25497,3,Land and Environmental Art,STU,01:00 PM - 03:30 PM,MW,VAC 277,,4,Main Campus
ARTS,3017,1,B,31194,3,Special Topics in Studio,STU,03:30 PM - 06:00 PM,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",8,Main Campus
ARTS,3022,1,B,23960,3,Intermediate Drawing,STU,09:30 AM - 12:00 PM,TTH,VAC 474,"Gregorio,Alvin P",18,Main Campus
ARTS,3054,1,B,24656,3,Modules and Multiples,STU,10:00 AM - 03:00 PM,F,VAC 277,,12,Main Campus
ARTS,3085,1,B,23767,3,Ceramics 3,STU,09:30 AM - 12:00 PM,TTH,VAC 175,"Chamberlin,Scott H",20,Main Campus
ARTS,3097,3,B,32338,3,Sp Topics - Non Studio,LEC,10:00 AM - 12:30 PM,F,VAC 367,"Christie,Matt",4,Main Campus
ARTS,3097,4,B,39346,3,Sp Topics - Non Studio,LEC,03:00 PM - 05:30 PM,T,VAC 485,"Russo,Martha Louise",15,Main Campus
ARTS,3124,1,B,33120,3,"Intrvention, Exchng & Duration",STU,09:00 AM - 11:30 AM,MW,VAC 277,"Roth,Yumi J",12,Main Campus
ARTS,3191,1,B,25520,3,Photography 3,STU,02:00 PM - 04:30 PM,MW,VAC 1B97,,18,Main Campus
ARTS,3212,1,B,18218,3,Figure Painting,STU,12:30 PM - 03:00 PM,TTH,VAC 475,"Gregorio,Alvin P",18,Main Campus
ARTS,3222,1,B,31195,3,Intermediate Painting,STU,09:30 AM - 12:00 PM,MW,VAC 475,"Womack,Mike F",18,Main Campus
ARTS,3303,1,B,31141,3,Relief 1,STU,03:30 PM - 06:00 PM,TTH,VAC 390,"Christie,Matt",3,Main Campus
ARTS,3413,1,B,23737,3,Lithography 1,STU,12:30 PM - 03:00 PM,TTH,VAC 395,"Christie,Matt",3,Main Campus
ARTS,3423,1,B,23741,3,Screen Printing 1,STU,09:30 AM - 12:00 PM,MW,VAC 390,"Yazzie,Melanie Andrew",4,Main Campus
ARTS,3453,1,B,24843,3,Monotype 1,STU,12:00 PM - 02:30 PM,MW,VAC 390,"Yazzie,Melanie Andrew",3,Main Campus
ARTS,4002,1,B,31196,3,Adv Drawing/Portfolio,STU,01:00 PM - 03:30 PM,MW,VAC 475,"Kassianidou,Marina",18,Main Campus
ARTS,4004,1,B,25496,3,Land and Environmental Art,STU,01:00 PM - 03:30 PM,MW,VAC 277,,8,Main Campus
ARTS,4017,1,B,18347,3,Special Topics in Studio Arts,STU,09:00 AM - 11:30 AM,MW,VAC 1B17,"Valdovino,Luis Hector",10,Main Campus
ARTS,4017,2,B,24621,3,Special Topics in Studio Arts,STU,09:00 AM - 12:00 PM,MW,VAC 271,"Rumley,William Jude",10,Main Campus
ARTS,4017,4,B,31324,3,Special Topics in Studio Arts,STU,03:30 PM - 06:00 PM,M,VAC 1B23,"Amerika,Mark",6,Main Campus
ARTS,4017,5,B,37531,3,Special Topics in Studio Arts,STU,03:30 PM - 06:00 PM,MW,VAC 308,"Friedman-Gerlicz,Camila",6,Main Campus
ARTS,4085,1,B,21749,3,Ceramics 4,STU,09:30 AM - 12:00 PM,MW,VAC 155,"Dickey,Kimberly P",20,Main Campus
ARTS,4095,1,B,31138,3,Special Topics in Ceramics,SEM,01:00 PM - 03:50 PM,TH,VAC 455,"Quinn,Jeanne Ellen",15,Main Campus
ARTS,4097,1,B,22623,3,Special Topics-Non-Studio,LEC,12:30 PM - 03:00 PM,W,VAC 455,"Shell,Hanna Rose",5,Main Campus
ARTS,4097,2,B,32339,3,Special Topics-Non-Studio,LEC,10:00 AM - 12:30 PM,F,VAC 367,"Christie,Matt",4,Main Campus
ARTS,4117,800,B,18345,3,BFA Seminar,SEM,05:00 PM - 07:30 PM,M,VAC 455,,15,Main Campus
ARTS,4118,801,B,23198,3,Visiting Artist Program,SEM,09:00 AM - 11:30 AM,W,VAC 303,"Sanford,Jason",18,Main Campus
ARTS,4118,801,B,23198,3,Visiting Artist Program,SEM,06:00 PM - 09:00 PM,T,VAC 1B20,,18,Main Campus
ARTS,4126,2,B,31144,3,Digital Art 2,STU,03:30 PM - 06:00 PM,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",8,Main Campus
ARTS,4161,1,B,25474,3,Photography 4,STU,09:30 AM - 12:00 PM,TTH,VAC 1B03,"Walker,Melanie J",8,Main Campus
ARTS,4171,1,B,18453,3,New Directions in Photography,STU,12:30 PM - 03:00 PM,TTH,VAC 1B03,"Walker,Melanie J",8,Main Campus
ARTS,4176,1,B,31186,3,New Directions in Digital Art,STU,12:30 PM - 03:00 PM,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",8,Main Campus
ARTS,4202,1,B,22002,3,Adv Painting/Portfolio,STU,12:30 PM - 03:00 PM,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",8,Main Campus
ARTS,4246,1,B,18363,3,Begin Video Production,STU,01:00 PM - 03:30 PM,MW,VAC 1B17,"Valdovino,Luis Hector",10,Main Campus
ARTS,4303,1,B,31142,3,Relief 2,STU,03:30 PM - 06:00 PM,TTH,VAC 390,"Christie,Matt",2,Main Campus
ARTS,4413,1,B,23738,3,Lithography 2,STU,12:30 PM - 03:00 PM,TTH,VAC 395,"Christie,Matt",2,Main Campus
Page 8 of 180,,,,,,,,Spring 2020,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
ARTS,4423,1,B,23742,3,Screen Printing 2,STU,09:30 AM - 12:00 PM,MW,VAC 390,,"Yazzie,Melanie Andrew",2,Main Campus
ARTS,4453,1,B,24844,3,Monotype 2,STU,12:00 PM - 02:30 PM,MW,VAC 390,,"Yazzie,Melanie Andrew",2,Main Campus
ARTS,4504,1,B,23962,3,Advanced Sculpture Studio,STU,01:00 PM - 03:30 PM,MW,VAC 277,,"Saxton,Richard W",8,Main Campus
ARTS,4607,1,B,36053,3,Art and Social Change,SEM,03:30 PM - 06:00 PM,F,VAC 1B23,,"Rivera Jr,George F",15,Main Campus
ARTS,4717,801,B,18378,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Dickey,Kimberly P",25,Main Campus
ARTS,4717,802,B,18379,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Sweetman,Alex John",25,Main Campus
ARTS,4717,803,B,18380,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Yazzie,Melanie Andrew",25,Main Campus
ARTS,4717,804,B,18381,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,,25,Main Campus
ARTS,4717,805,B,18382,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Rumley,William Jude",25,Main Campus
ARTS,4717,806,B,18383,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Suh,Misuhng",25,Main Campus
ARTS,4717,807,B,18384,1-3,Studio Critique,STU,-,,,,"Gregorio,Alvin P",25,Main Campus
ARTS,4717,808,B,18385,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Walker,Melanie J",25,Main Campus
ARTS,4717,809,B,18386,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Chamberlin,Scott H",25,Main Campus
ARTS,4717,810,B,18387,1-3,Studio Critique,STU,- 12:50 AM,TBA,,,"Chong,Albert",25,Main Campus
